wall_time,millis_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label,dog_name,size_class
1785659189.1625745,72638,0.0728,-0.0361,-1.0054,4.4556,1.1597,-0.061,standing,Charlotte,small
1785659189.162591,72688,0.0718,-0.0337,-1.0098,4.1504,1.1597,0.061,standing,Charlotte,small
1785659189.1625974,72738,0.0718,-0.0342,-1.0083,4.5166,1.0376,0.061,standing,Charlotte,small
1785659189.1626034,72788,0.0742,-0.0312,-1.0078,4.2725,1.0986,-0.3052,standing,Charlotte,small
1785659189.162609,72838,0.0713,-0.0327,-1.0156,4.2114,1.0986,-0.061,standing,Charlotte,small
1785659189.1626124,72888,0.0732,-0.0347,-1.0049,4.5166,1.0376,-0.061,standing,Charlotte,small
1785659189.1626158,72938,0.0728,-0.0356,-1.0088,4.1504,1.2817,0.0,standing,Charlotte,small
1785659189.1626186,72988,0.0728,-0.0347,-1.0068,4.1504,0.9766,0.0,standing,Charlotte,small
1785659189.1626217,73038,0.0728,-0.0352,-1.0054,4.4556,1.2817,-0.1831,standing,Charlotte,small
1785659189.1626248,73088,0.0732,-0.0347,-1.0137,4.4556,1.1597,0.061,standing,Charlotte,small
1785659189.825585,73421,0.0723,-0.0361,-1.0093,4.2114,1.2207,0.1221,standing,Charlotte,small
1785659189.8255963,73471,0.0762,-0.0366,-1.0122,4.3335,0.9766,0.1221,standing,Charlotte,small
1785659189.825602,73521,0.0732,-0.0361,-1.0103,4.0894,1.0986,0.061,standing,Charlotte,small
1785659189.8256068,73571,0.0752,-0.0347,-1.0132,4.0894,1.0986,0.2441,standing,Charlotte,small
1785659189.825611,73621,0.0742,-0.0347,-1.0107,4.3335,0.9155,0.0,standing,Charlotte,small
1785659189.8256152,73671,0.0708,-0.0342,-1.0103,4.2114,1.1597,0.0,standing,Charlotte,small
1785659189.8256192,73721,0.0747,-0.0386,-1.0142,4.3335,1.0986,0.061,standing,Charlotte,small
1785659189.8256228,73771,0.0723,-0.0322,-1.0107,4.2114,0.8545,0.061,standing,Charlotte,small
1785659189.8256266,73821,0.0713,-0.0347,-1.0103,4.2114,1.1597,0.1221,standing,Charlotte,small
1785659189.8256304,73871,0.0728,-0.0381,-1.0181,4.2114,0.9766,0.0,standing,Charlotte,small
1785659237.6485934,117730,0.0703,-0.0352,-1.0059,4.3335,1.0376,0.1221,standing,Charlotte,small
1785659237.6486092,117780,0.0728,-0.0352,-1.0029,4.3945,1.0986,-0.061,standing,Charlotte,small
1785659237.6486146,117830,0.0713,-0.0391,-1.0176,4.1504,1.0986,0.0,standing,Charlotte,small
1785659237.6486192,117880,0.0718,-0.0391,-1.0083,4.4556,0.9766,-0.1831,standing,Charlotte,small
1785659237.648624,117930,0.0723,-0.0361,-1.0205,4.2725,1.1597,-0.061,standing,Charlotte,small
1785659237.6486282,117980,0.0713,-0.0347,-1.022,4.3335,1.1597,0.0,standing,Charlotte,small
1785659237.6486318,118030,0.0762,-0.0322,-1.0205,4.5166,1.1597,-0.1831,standing,Charlotte,small
1785659237.6486356,118080,0.0708,-0.0342,-1.0034,4.3945,1.2207,-0.1831,standing,Charlotte,small
1785659237.6486394,118130,0.0723,-0.0337,-1.0103,4.3945,1.0986,0.061,standing,Charlotte,small
1785659237.648643,118180,0.0713,-0.0386,-1.0093,4.3335,1.2207,0.0,standing,Charlotte,small
1785659238.5665505,121917,0.0693,-0.0356,-1.0073,4.2114,0.9766,-0.1831,standing,Charlotte,small
1785659238.5665631,121967,0.0728,-0.0366,-1.0078,4.3945,1.0986,-0.2441,standing,Charlotte,small
1785659238.5665684,122017,0.0718,-0.0386,-1.0083,4.2725,1.0986,-0.1221,standing,Charlotte,small
1785659238.566573,122067,0.0732,-0.0371,-1.0103,4.3335,0.8545,-0.1831,standing,Charlotte,small
