wall_time,millis_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label,dog_name,size_class
1785614463.718766,3142,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.718786,3192,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.718791,3242,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7187965,3292,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188,3342,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188041,3392,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188075,3442,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188106,3492,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188137,3542,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188165,3592,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188199,3642,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.718823,3692,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188263,3742,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188296,3792,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188325,3842,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.718835,3892,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188382,3942,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188416,3992,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188447,4042,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614463.7188475,4092,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.927572,4799,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9275806,4849,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9275842,4899,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9275868,4949,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9275894,4999,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9275916,5049,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.927594,5099,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9275966,5149,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.927599,5199,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9276013,5249,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9276037,5299,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.927606,5349,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9276083,5399,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9276106,5449,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.927613,5499,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.927615,5549,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9276173,5599,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9276197,5649,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9276218,5699,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614464.9276242,5749,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617095,49151,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617198,49201,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.661723,49251,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.661726,49301,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617286,49351,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617308,49401,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617334,49451,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617358,49501,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.661738,49551,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617403,49601,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617427,49651,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617448,49701,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617475,49751,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617498,49801,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.661752,49851,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617541,49901,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617587,49951,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617641,50001,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617699,50051,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6617744,50101,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.675524,55481,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755342,55531,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.675538,55581,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755419,55631,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.675545,55681,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755478,55731,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.675551,55781,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.675554,55831,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755574,55881,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755605,55931,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755636,55981,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755667,56031,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.67557,56081,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755726,56131,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755757,56181,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755788,56231,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755822,56281,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755853,56331,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755884,56381,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614519.6755915,56431,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152324,60777,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152417,60827,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152448,60877,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152472,60927,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.915249,60977,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152513,61027,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152527,61077,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152548,61127,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152565,61177,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152586,61227,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152603,61277,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152622,61327,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.915264,61377,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152658,61427,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152675,61477,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152694,61527,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152715,61577,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152732,61627,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.915275,61677,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
1785614523.9152768,61727,0.0,0.0,0.0,0.0,0.0,0.0,sitting,Charlotte,small
