wall_time,millis_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label,dog_name,size_class
1785596555.0772786,3138,0.1152,0.981,0.1128,4.3945,1.4038,-0.5493,unlabeled,Charlotte,small
1785596555.0772939,3188,0.1255,0.981,0.1094,4.1504,1.4038,-1.0376,unlabeled,Charlotte,small
1785596555.0772989,3238,0.1211,0.9829,0.1104,4.2725,1.0986,0.3052,unlabeled,Charlotte,small
1785596555.0773025,3288,0.1211,0.9771,0.1133,4.2725,0.8545,-0.3662,unlabeled,Charlotte,small
1785596555.0773065,3338,0.1182,0.978,0.1074,4.1504,1.2207,0.061,unlabeled,Charlotte,small
1785596555.0773096,3388,0.1235,0.978,0.1089,4.5776,1.2817,-0.7324,unlabeled,Charlotte,small
1785596555.0773125,3438,0.1235,0.9761,0.1157,4.2725,1.0376,0.6104,unlabeled,Charlotte,small
1785596555.0773156,3488,0.1206,0.98,0.1147,4.5776,1.8311,-0.7935,unlabeled,Charlotte,small
1785596555.077319,3538,0.123,0.978,0.1201,4.5776,1.1597,0.061,unlabeled,Charlotte,small
1785596555.0773218,3588,0.123,0.9775,0.1123,4.4556,1.0986,-0.3052,unlabeled,Charlotte,small
1785596555.599397,3664,0.124,0.981,0.1113,4.6387,1.2817,-0.3052,unlabeled,Charlotte,small
1785596555.599408,3714,0.124,0.9785,0.1099,4.4556,1.5869,-0.3662,unlabeled,Charlotte,small
1785596555.599412,3764,0.1196,0.9761,0.1079,4.5776,1.2207,0.5493,unlabeled,Charlotte,small
1785596555.5994155,3814,0.1221,0.98,0.1133,4.3335,1.3428,-0.8545,unlabeled,Charlotte,small
1785596555.5994189,3864,0.1182,0.9771,0.1138,4.2114,1.2207,0.3052,unlabeled,Charlotte,small
1785596555.5994222,3914,0.126,0.9771,0.1089,4.0894,1.0986,-0.8545,unlabeled,Charlotte,small
1785596555.599425,3964,0.1211,0.9751,0.1079,4.3945,1.3428,0.061,unlabeled,Charlotte,small
1785596555.599428,4014,0.1177,0.9766,0.1162,4.3335,0.9155,0.9155,unlabeled,Charlotte,small
1785596555.5994306,4064,0.1211,0.9746,0.1118,4.3335,1.0376,-0.4272,unlabeled,Charlotte,small
1785596555.5994337,4114,0.1206,0.9736,0.1167,4.5166,0.9766,0.6714,unlabeled,Charlotte,small
1785596556.1219444,4186,0.1177,0.98,0.1147,3.8452,1.1597,0.9766,unlabeled,Charlotte,small
1785596556.1219559,4236,0.1099,0.9712,0.1069,3.9062,1.2207,-0.8545,unlabeled,Charlotte,small
1785596556.12196,4286,0.1162,0.9741,0.1069,3.9062,1.4648,-0.7935,unlabeled,Charlotte,small
1785596556.1219635,4336,0.124,0.9863,0.1069,4.3945,1.0376,-0.4272,unlabeled,Charlotte,small
1785596556.1219666,4386,0.1255,0.98,0.1064,4.5166,1.4038,-2.0142,unlabeled,Charlotte,small
1785596556.1219702,4436,0.1182,0.9761,0.1123,4.5166,1.5259,-1.2207,unlabeled,Charlotte,small
1785596556.1219733,4486,0.1196,0.9736,0.1069,4.6997,1.0376,0.4883,unlabeled,Charlotte,small
1785596556.1219761,4536,0.2046,0.98,0.1138,4.0894,0.6714,-5.4321,unlabeled,Charlotte,small
1785596556.121979,4586,0.1519,0.9663,0.1084,4.7607,1.4648,1.5259,unlabeled,Charlotte,small
1785596556.1219819,4636,0.0957,0.9873,0.1143,4.0283,1.0986,1.4038,unlabeled,Charlotte,small
1785596556.6415575,4708,0.1187,0.9751,0.1162,5.3101,1.0376,0.9766,unlabeled,Charlotte,small
1785596556.6415718,4758,0.1123,0.978,0.1113,4.4556,0.7935,0.9155,unlabeled,Charlotte,small
1785596556.641578,4808,0.1157,0.9746,0.1128,4.3335,1.1597,1.3428,unlabeled,Charlotte,small
1785596556.6415834,4858,0.1196,0.979,0.1099,3.8452,0.9766,0.5493,unlabeled,Charlotte,small
1785596556.6415884,4908,0.1162,0.981,0.1089,4.6387,1.2207,-0.4883,unlabeled,Charlotte,small
1785596556.6415942,4958,0.1216,0.9824,0.1128,4.5776,1.2207,0.4883,unlabeled,Charlotte,small
1785596556.6416035,5008,0.1187,0.9814,0.1157,4.3335,1.3428,-0.4272,unlabeled,Charlotte,small
1785596556.641609,5058,0.1157,0.9771,0.1147,4.2725,1.0986,-0.3662,unlabeled,Charlotte,small
1785596556.6416144,5108,0.1216,0.9849,0.1177,4.4556,1.5259,-0.1831,unlabeled,Charlotte,small
1785596556.6416197,5158,0.1221,0.9844,0.1147,4.9438,1.3428,0.1831,unlabeled,Charlotte,small
1785596557.1480849,5220,0.1255,0.9746,0.1079,4.8828,1.4038,-0.1831,unlabeled,Charlotte,small
1785596557.1480978,5270,0.1162,0.9795,0.1157,4.0283,0.9766,-0.3662,unlabeled,Charlotte,small
1785596557.1481032,5320,0.1221,0.979,0.1143,4.2725,1.3428,-0.1831,unlabeled,Charlotte,small
