wall_time,millis_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label,dog_name,size_class
1785658114.8354182,97153,0.2402,0.6157,-0.6582,19.2871,25.3906,-44.7998,walking,Charlotte,small
1785658114.8354344,97203,0.415,0.6807,-0.7026,23.5596,27.9541,-46.5088,walking,Charlotte,small
1785658114.8354406,97253,0.5654,0.79,-0.8301,-38.269,108.0322,-12.6953,walking,Charlotte,small
1785658114.8354464,97303,-0.0088,0.6987,-0.7788,-93.2617,109.5581,-9.5215,walking,Charlotte,small
1785658114.835452,97353,-0.1982,0.7749,-0.7979,-63.4155,112.3657,-49.1943,walking,Charlotte,small
1785658114.8354564,97403,-0.1479,0.353,-0.4263,-148.2544,173.8892,-96.6797,walking,Charlotte,small
1785658114.83546,97453,-0.356,0.3867,-1.3579,23.6206,102.5391,-135.8032,walking,Charlotte,small
1785658114.8354633,97503,-0.1709,0.4497,-1.5625,93.0786,74.5239,-144.043,walking,Charlotte,small
1785658114.8354664,97553,-0.2202,0.4839,-0.7749,64.9414,53.5889,-132.2632,walking,Charlotte,small
1785658114.8354697,97603,-0.0449,0.4565,-0.1001,-11.2915,12.146,-142.4561,walking,Charlotte,small
1785658116.1843102,100774,-0.1055,0.8599,-0.7275,3.2959,-64.27,51.0864,walking,Charlotte,small
1785658116.1843226,100824,-0.1245,0.5859,-1.0039,-12.146,-28.6865,-3.8452,walking,Charlotte,small
1785658116.1843276,100874,0.1284,0.6748,-0.9775,-28.0151,-1.9531,-17.0898,walking,Charlotte,small
1785658116.1843328,100924,-0.064,0.418,-0.8013,-12.207,-0.1221,-39.5508,walking,Charlotte,small
1785658116.1843371,100974,0.0908,0.459,-0.8765,28.6865,-25.5737,-28.6865,walking,Charlotte,small
1785658116.1843412,101024,0.1782,0.6543,-0.6865,-30.8838,-7.9956,-30.5786,walking,Charlotte,small
1785658116.184345,101074,0.0142,0.6646,-0.9194,-7.4463,104.9194,-44.7388,walking,Charlotte,small
1785658116.1843493,101124,-0.0708,0.5483,-0.8374,-81.8481,69.3359,4.6387,walking,Charlotte,small
1785658116.184353,101174,-0.1206,0.2979,-0.7764,-39.1846,13.1836,-32.5928,walking,Charlotte,small
1785658116.1843572,101224,-0.1196,0.4639,-1.1421,-33.8135,27.71,24.9023,walking,Charlotte,small
