wall_time,millis_ms,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label,dog_name,size_class
1785662091.3552556,2194924,0.1406,0.001,-1.0073,4.0283,1.0986,0.0,unlabeled,Charlotte,small
1785662091.3552763,2194974,0.1416,-0.0024,-1.0098,4.2114,0.9155,0.1221,unlabeled,Charlotte,small
1785662091.3552833,2195024,0.1392,-0.0039,-1.0073,4.3335,0.9766,0.0,unlabeled,Charlotte,small
1785662091.355288,2195074,0.1416,0.001,-1.0127,4.2114,1.2207,0.2441,unlabeled,Charlotte,small
1785662091.3552933,2195124,0.1377,-0.0024,-1.0098,4.0894,0.7324,0.1221,unlabeled,Charlotte,small
1785662091.3552983,2195174,0.1353,-0.0068,-1.0078,4.1504,0.9155,-0.061,unlabeled,Charlotte,small
1785662091.3553028,2195224,0.1406,-0.0059,-1.0078,4.3945,1.1597,0.061,unlabeled,Charlotte,small
1785662091.3553076,2195274,0.1387,-0.0063,-1.0078,4.0283,1.0986,0.1831,unlabeled,Charlotte,small
1785662091.355312,2195324,0.1377,-0.0054,-1.0063,4.2114,1.1597,0.3052,unlabeled,Charlotte,small
1785662091.3553164,2195374,0.1396,-0.0029,-1.0098,4.0894,1.0376,-0.2441,unlabeled,Charlotte,small
1785662093.0233705,2199712,0.1333,-0.0044,-1.0034,4.0283,0.9766,-0.1221,unlabeled,Charlotte,small
1785662093.0233831,2199762,0.1328,0.0044,-0.9941,4.2725,0.7935,-0.1221,unlabeled,Charlotte,small
1785662093.0233881,2199812,0.147,-0.0151,-1.0171,4.3335,1.2207,0.0,unlabeled,Charlotte,small
1785662093.0233934,2199862,0.1411,-0.0063,-1.0078,4.3335,0.8545,-0.1221,unlabeled,Charlotte,small
1785662093.0233974,2199912,0.1406,-0.002,-1.001,4.1504,0.9766,-0.2441,unlabeled,Charlotte,small
1785662093.0234015,2199962,0.1362,-0.0059,-1.0044,4.2114,0.9155,-0.061,unlabeled,Charlotte,small
1785662093.0234058,2200012,0.1372,-0.0063,-1.0073,4.1504,1.0376,0.061,unlabeled,Charlotte,small
1785662093.0234096,2200062,0.1392,-0.0098,-1.0039,4.1504,1.0986,-0.2441,unlabeled,Charlotte,small
1785662093.0234132,2200112,0.1406,-0.0063,-0.9976,4.0894,0.9766,0.1831,unlabeled,Charlotte,small
1785662093.023417,2200162,0.1401,-0.0063,-1.0015,4.3945,0.9155,-0.1221,unlabeled,Charlotte,small
1785662095.5513966,2202060,0.1406,-0.0029,-0.9995,4.2114,1.1597,0.1221,lying,Charlotte,small
1785662095.5514112,2202110,0.1396,-0.0049,-1.0103,4.4556,0.7935,-0.1221,lying,Charlotte,small
1785662095.551418,2202160,0.1396,-0.0024,-1.0039,4.2114,1.0986,-0.061,lying,Charlotte,small
